"id","name","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365"
6348,"Midtown Times Square bright room, private bath",31626212,"Troy","Manhattan","Theater District",40.75699,-73.98493,"Private room",3,141,"6/22/2019",3.29,5,226
6349,"Comfy 1BD + Private Bath in Williamsburg",1242374,"Erin & Brad","Brooklyn","Williamsburg",40.71495,-73.93997,"Private room",3,82,"6/16/2019",1.58,1,289
6350,"*NO GUEST SERVICE FEE* Beekman Tower Two Bedroom  #2",205031545,"Red Awning","Manhattan","Midtown",40.75439,-73.96648,"Entire home/apt",4,0,NA,NA,49,121
6351,"Cozy room in Astoria",1924750,"Jasmina","Queens","Astoria",40.76437,-73.91304,"Private room",2,37,"6/24/2019",1.03,2,228
6352,"Cosy Bedroom in typical brownstone",11731168,"Candice","Brooklyn","Boerum Hill",40.68848,-73.99009,"Private room",2,6,"7/6/2016",0.13,1,0
6353,"Bronx Apart",205820814,"Luz","Bronx","Highbridge",40.83454,-73.92751,"Private room",1,0,NA,NA,1,180
6354,"Spacious apartment with amazing natural light",3741794,"Jason","Queens","Sunnyside",40.74709,-73.9138,"Entire home/apt",5,0,NA,NA,1,359
6355,"Lovely Room in Awesome Apartment - Fun/Convenient",104250,"Yair","Manhattan","Chelsea",40.74563,-73.99325,"Private room",3,6,"6/3/2019",0.1,1,11
6356,"Best spot in town: Bunk in Brooklyn",201015598,"Anchor","Brooklyn","Bedford-Stuyvesant",40.69103,-73.93933,"Shared room",1,33,"6/2/2019",2.78,17,85
6357,"LargeApt 1 BLOCK frm A,C,B,D,2,3",6697886,"Mandy","Manhattan","Harlem",40.81613,-73.94546,"Private room",1,0,NA,NA,2,0
6358,"Sonder | Upper East Side | Chic 1BR + Sofa Bed",219517861,"Sonder (NYC)","Manhattan","Upper East Side",40.7644,-73.9633,"Entire home/apt",29,0,NA,NA,327,221
6359,"St. James Pl Garden Studio 1block to PRATT &Gtrain",51038,"Erica","Brooklyn","Clinton Hill",40.68634,-73.96161,"Entire home/apt",2,58,"6/4/2019",0.61,6,199
6360,"Explore NYC in Stylish Contemporary Studio",265666981,"Lenny","Manhattan","Hell's Kitchen",40.76397,-73.99078,"Entire home/apt",1,5,"7/1/2019",5,1,173
6361,"Pretty studio with lots of light",48677247,"Elle","Bronx","Norwood",40.88304,-73.88278,"Entire home/apt",5,1,"9/5/2017",0.04,1,0
6362,"Sunny Private Room in Trendy Williamsburg",93263,"Vivian","Brooklyn","Williamsburg",40.71043,-73.95575,"Private room",2,52,"7/3/2019",3.26,1,126
6363,"Cozy Modern Luxury with Full Balcony",63506844,"Andre","Brooklyn","Flatbush",40.63397,-73.9654,"Entire home/apt",3,121,"7/8/2019",3.38,1,280
6364,"Artists' Haven in Williamsburg",4855335,"Laura","Brooklyn","Williamsburg",40.70894,-73.94135,"Private room",2,4,"8/23/2018",0.08,1,364
6365,"Skyview Private Small Room",9922972,"Memo & Iso","Brooklyn","Bedford-Stuyvesant",40.68517,-73.9369,"Private room",1,170,"6/23/2019",3.34,5,165
6366,"Private Room: Cute Apt - Prospect Heights, Bklyn",7592992,"Sam","Brooklyn","Prospect Heights",40.67785,-73.96987,"Private room",1,0,NA,NA,1,0
6367,"1st Fl Studio on Upper East, close to Central Park",37421312,"Nikki","Manhattan","Upper East Side",40.77096,-73.95334,"Entire home/apt",7,3,"5/31/2018",0.21,1,0
6368,"Cozy Brooklyn Apartment",18874199,"Alina","Brooklyn","Greenpoint",40.73629,-73.95208,"Entire home/apt",1,27,"10/5/2015",0.53,1,0
6369,"Luxury High Rise Condominium 2 Bedroom",267483864,"Henry","Manhattan","Murray Hill",40.74457,-73.97493,"Entire home/apt",1,1,"7/4/2019",1,1,216
6370,"""The Oasis"" on Bedford Williamsburg",906200,"Mariana","Brooklyn","Williamsburg",40.7158,-73.95803,"Entire home/apt",6,1,"1/1/2016",0.02,1,233
6371,"Nice one bedroom apartment",85002860,"Manuel","Manhattan","Morningside Heights",40.81387,-73.96205,"Entire home/apt",10,0,NA,NA,1,0
6372,"Modern and comfortable is this 2 bedrooms",56726605,"Weisbrod","Brooklyn","Canarsie",40.6344,-73.8948,"Entire home/apt",3,23,"10/7/2018",0.6,3,363
6373,"Spacious Room in a Historic, Beautiful Apartment",15148834,"Rafic","Manhattan","Chelsea",40.74413,-74.00004,"Private room",3,4,"6/28/2019",0.43,1,0
6374,"Midtown Lux Manhattan by 5th Ave",4383196,"David","Manhattan","Midtown",40.76188,-73.97193,"Entire home/apt",5,15,"1/3/2017",0.22,1,0
6375,"Perfect Grand Central apartment",140433041,"Ariel","Manhattan","Midtown",40.75083,-73.97271,"Entire home/apt",3,21,"12/29/2018",0.89,1,2
6376,"Comfy bedroom, heart of Crown Heights",6631815,"Craig","Brooklyn","Crown Heights",40.67105,-73.95451,"Private room",2,1,"2/22/2019",0.22,1,189
6377,"Cozy and Unique Warehouse Apartment",12424361,"Christopher","Brooklyn","Crown Heights",40.67834,-73.94899,"Entire home/apt",3,8,"12/29/2018",0.38,1,188
6378,"Sixth Ave Chelsea, Studio Serviced Apartment*",22541573,"Ken","Manhattan","Chelsea",40.74491,-73.99267,"Entire home/apt",30,0,NA,NA,87,357
6379,"bushwick nook",22010249,"Jose","Brooklyn","Bushwick",40.69114,-73.91158,"Private room",3,15,"6/18/2019",2.32,2,137
6380,"Comfortable 1-2 bed space close to trains",25733361,"Jon","Brooklyn","Bedford-Stuyvesant",40.70017,-73.94357,"Entire home/apt",3,2,"7/5/2016",0.05,1,0
6381,"Studio In A New Building in Bedstuy",159379318,"Heini","Brooklyn","Bedford-Stuyvesant",40.6797,-73.94361,"Entire home/apt",7,4,"1/1/2019",0.21,1,1
6382,"Giant Studio Loft Apt in NYC",766182,"Mike","Manhattan","West Village",40.73953,-74.00841,"Entire home/apt",30,1,"4/17/2019",0.36,1,365
6383,"2 bed, 2 bath in Battery Park City",40394783,"Richard","Manhattan","Battery Park City",40.70803,-74.01735,"Entire home/apt",1,0,NA,NA,1,0
6384,"Charming private room in New-York",1697784,"Jonathan","Brooklyn","Williamsburg",40.71179,-73.96449,"Private room",4,42,"6/24/2019",0.47,2,52
6385,"Your Very Own Williamsburg Apt!",2297544,"Julian","Brooklyn","Williamsburg",40.71919,-73.9418,"Entire home/apt",5,22,"7/1/2019",0.37,1,336
6386,"Spacious Bushwick Room w/ Window and Central Air",236187116,"Shawana","Brooklyn","Bushwick",40.69757,-73.92611,"Private room",1,0,NA,NA,2,19
6387,"three bedroom in east village",48723057,"Carlo","Manhattan","East Village",40.72339,-73.9833,"Entire home/apt",3,0,NA,NA,1,0
6388,"Charming, Spacious 2-Bedroom on UWS",86182721,"Jennifer","Manhattan","Upper West Side",40.78004,-73.98314,"Entire home/apt",2,11,"10/7/2018",0.32,1,242
6389,"Sunny Room w/Master Bathroom in NYC",6165258,"Gita","Manhattan","Harlem",40.80302,-73.94477,"Private room",7,0,NA,NA,3,365
6390,"Spacious Cosy Room with Queen Bed",50520029,"Jeremy","Brooklyn","Bushwick",40.69184,-73.90593,"Private room",7,2,"9/1/2016",0.05,1,0
6391,"Unique NYC Loft - Guest Room",3868692,"Lucas","Manhattan","Financial District",40.70457,-74.00952,"Private room",1,107,"7/7/2019",3.21,2,62
6392,"FORT GREENE THE NEW HEART BEAT OF BROOKLYN!",12865261,"Lisa","Brooklyn","Fort Greene",40.68994,-73.96952,"Entire home/apt",3,5,"7/2/2019",2.54,1,304
6393,"Spacious + beautiful Garden apt in brick townhouse",831185,"Andrew","Brooklyn","Crown Heights",40.67978,-73.96231,"Entire home/apt",2,1,"7/1/2019",1,3,365
6394,"Brooklyn Large private room  (near Manhattan)",90058061,"Siyi","Brooklyn","Sunset Park",40.66035,-73.99794,"Private room",7,2,"4/15/2018",0.1,1,0
6395,"Sunny Bedroom with a huge window",6272317,"Mariana","Manhattan","Washington Heights",40.84957,-73.93959,"Private room",3,6,"2/19/2018",0.13,1,0
6396,"Newly-Renovated 2BR/1BTH Garden Apt",22057975,"Kevin","Brooklyn","Bushwick",40.69271,-73.92535,"Entire home/apt",4,120,"6/10/2019",2.09,1,100
6397,"Newly Renovated Bedroom in Bushwick/Ridgewood",18151522,"Venice","Queens","Ridgewood",40.70538,-73.91322,"Private room",1,0,NA,NA,1,0
6398,"Sun-filled Artist Home 1BR in convenient L.I.C !",25497297,"Megan","Queens","Long Island City",40.74643,-73.94693,"Entire home/apt",2,10,"5/12/2019",0.84,1,8
6399,"Private Entrance,Room and Bathroom!",99556266,"Mariano","Manhattan","East Harlem",40.7993,-73.93305,"Private room",2,37,"8/3/2018",1.33,2,304
6400,"Sunny Room in Newly Renovated Crown Heights Apt!",40905101,"Rebecca","Brooklyn","Crown Heights",40.67478,-73.94418,"Private room",2,25,"11/30/2018",2.05,1,0
6401,"Comfy modern appartment in hip Crown Heights",11869986,"Christopher","Brooklyn","Crown Heights",40.67299,-73.95804,"Entire home/apt",4,1,"1/1/2019",0.16,1,0
6402,"Clean Private Room in Chelsea apt",3579337,"Nina","Manhattan","Chelsea",40.74106,-74.00262,"Private room",30,8,"1/31/2017",0.12,3,301
6403,"Luxury doorman building great view NYC",104542199,"Ray","Manhattan","Upper East Side",40.782,-73.95143,"Private room",2,3,"9/19/2017",0.09,1,90
6404,"large 1 BR in heart of East Village",2331719,"Marina","Manhattan","East Village",40.72695,-73.98617,"Entire home/apt",3,78,"5/12/2019",1.33,1,336
6405,"Bed-Stuy IS FLY!! 1-8 guests",162352916,"J C","Brooklyn","Bedford-Stuyvesant",40.69318,-73.95418,"Private room",1,24,"4/25/2019",1.3,1,354
6406,"Luxury Bushwick design suite 15 min to Manhattan",34124858,"Ana","Brooklyn","Bushwick",40.69975,-73.93865,"Private room",5,0,NA,NA,1,0
6407,"Spacious pre-war apartment in Crown Heights",11054692,"Samuel","Brooklyn","Crown Heights",40.66951,-73.94931,"Entire home/apt",1,0,NA,NA,1,0
6408,"Pretty 1 BR  2 mins from subway",10039346,"Valeria","Brooklyn","Flatbush",40.62924,-73.96311,"Entire home/apt",2,0,NA,NA,1,0
6409,"Cozy Exposed Brick Private Room with bathroom",42078872,"Delanique","Queens","Ridgewood",40.69861,-73.90728,"Private room",1,42,"6/16/2019",2.57,1,5
6410,"2 bed home in Upper West-4 people fit!",59884496,"Liliana","Manhattan","Upper West Side",40.77127,-73.98191,"Entire home/apt",2,8,"12/31/2018",0.43,1,0
6411,"Experience ELEGANT LIFESTYLE",9421493,"Frances","Manhattan","Upper West Side",40.77852,-73.98577,"Private room",5,24,"10/14/2018",0.4,1,88
6412,"Modern peaceful room in lively East Williamsburg",59188298,"John","Brooklyn","Williamsburg",40.71118,-73.94561,"Private room",2,0,NA,NA,1,144
6413,"Red Hook Architectural with huge outdoor area",4792032,"Cee","Brooklyn","Red Hook",40.67815,-74.01443,"Entire home/apt",7,9,"4/23/2019",0.18,1,32
6414,"Private bedroom in East Village",99791908,"Lera","Manhattan","East Village",40.72945,-73.98203,"Private room",1,3,"5/26/2018",0.21,2,0
6415,"Spectacular Room available in Luxury Soho Apt",212910330,"Stephanie","Manhattan","SoHo",40.72273,-74.00352,"Private room",4,2,"7/1/2019",2,1,60
6416,"Private Room in Homey Roosevelt Island Apartment",127999994,"Kate","Manhattan","Roosevelt Island",40.76208,-73.94954,"Private room",2,85,"6/30/2019",3.28,1,211
6417,"Private bedroom located in the heart of Harlem",259623647,"Asta","Manhattan","Harlem",40.8036,-73.95308,"Private room",4,0,NA,NA,1,88
6418,"Bright and Airy Brooklyn Loft",3267818,"Allison","Brooklyn","Williamsburg",40.70498,-73.92868,"Entire home/apt",3,2,"1/2/2015",0.03,1,0
6419,"Vintage Chic Haven in Kensington, Brooklyn",574584,"Jesse","Brooklyn","Kensington",40.63547,-73.97417,"Private room",1,61,"6/23/2019",0.95,1,100
6420,"Upper West Side Studio",48967970,"John","Manhattan","Morningside Heights",40.80528,-73.95928,"Entire home/apt",20,0,NA,NA,1,33
6421,"COOL, ARTSY & CENTRAL APARTMENT",4903508,"Dee","Manhattan","East Village",40.73165,-73.98715,"Entire home/apt",7,90,"6/14/2019",1.53,1,41
6422,"Small room in South Slope House",122079426,"Martha","Brooklyn","South Slope",40.6632,-73.98529,"Private room",1,19,"6/12/2017",0.71,1,0
6423,"Brooklyn is fun",221284411,"Isaias","Brooklyn","East Flatbush",40.65234,-73.95145,"Private room",28,7,"6/15/2019",1.09,1,55
6424,"Reno 2BR~Sleeps5~Prime Upper east~",2119276,"Host","Manhattan","Upper East Side",40.76043,-73.95992,"Entire home/apt",30,15,"4/7/2019",0.25,39,333
6425,"3 bedroom brownstone duplex",1407325,"Przemek","Brooklyn","Prospect Heights",40.67909,-73.97315,"Entire home/apt",5,17,"12/31/2018",0.33,1,36
6426,"UES: Bdrm Sunny Corner Apt, 3 flights of stairs up",139135366,"Eileen","Manhattan","Upper East Side",40.76864,-73.95427,"Entire home/apt",2,20,"6/15/2019",0.88,1,0
6427,"Sonder | 116 John | Bright 1BR + Rooftop",219517861,"Sonder (NYC)","Manhattan","Financial District",40.70782,-74.00616,"Entire home/apt",29,0,NA,NA,327,341
6428,"Cozy, impeccable, sunlit West Village studio",108275491,"Juan","Manhattan","Chelsea",40.74093,-74.00285,"Entire home/apt",2,1,"12/28/2017",0.05,1,0
6429,"Cozy apartment near Central Park!",25109461,"Alex","Manhattan","East Harlem",40.79326,-73.93988,"Entire home/apt",1,0,NA,NA,1,11
6430,"Sunny Park Slope Bedroom",3201774,"Ashley","Brooklyn","South Slope",40.66305,-73.9886,"Private room",1,199,"7/2/2019",4.15,2,142
6431,"Hamilton heights home",55325859,"Stephanie","Manhattan","Harlem",40.8241,-73.94522,"Entire home/apt",1,4,"12/31/2018",0.31,1,0
6432,"Need a Beautiful place to stay?",3832479,"Hunderson","Brooklyn","Crown Heights",40.67504,-73.93956,"Private room",30,0,NA,NA,1,113
6433,"Sunny & Modern 1-BR | Central Park",13347167,"AFI Apartments","Manhattan","Upper East Side",40.77222,-73.95604,"Entire home/apt",30,4,"2/2/2019",0.08,29,341
6434,"Pvt Single Bed 10 min from JFK, Close to Manhattan",23370431,"Melissa","Queens","Queens Village",40.71711,-73.75608,"Private room",2,7,"5/22/2019",0.76,2,155
6435,"420 E 61 st Street SOLOW building 1BR furnished",53179388,"Raymond","Manhattan","Upper East Side",40.75954,-73.96022,"Entire home/apt",30,0,NA,NA,10,89
6436,"Spacious and Bright bedroom (females only!)",43960739,"Eliana","Manhattan","Washington Heights",40.8455,-73.93987,"Private room",1,1,"6/1/2019",0.79,2,0
6437,"Bright room in Williamsburg",17261034,"Cillian","Brooklyn","Williamsburg",40.71211,-73.95949,"Private room",12,1,"1/1/2017",0.03,1,0
6438,"Apartment in Ridgewood/Bushwick Neighborhood",8143711,"Jon","Queens","Ridgewood",40.69968,-73.90697,"Private room",2,0,NA,NA,1,0
6439,"Clinton Hill Duplex near Pratt w/Balcony!",1597481,"Mary","Brooklyn","Bedford-Stuyvesant",40.69348,-73.95927,"Private room",3,13,"1/31/2019",0.15,1,298
6440,"Madison Avenue 3 Room Loft",50760546,"CRNY Monthly Rentals","Manhattan","Midtown",40.74906,-73.98276,"Entire home/apt",29,3,"3/1/2017",0.09,31,134
6441,"Private Room in 2 Bedroom Apartment by the Sea",119523037,"Anna","Brooklyn","Brighton Beach",40.58186,-73.9602,"Private room",1,2,"2/11/2019",0.07,4,1
6442,"LOFT-LIKE FLOOR THRU BROWNSTONE LIGHT SPACIOUS",4991034,"Jyllian","Brooklyn","Prospect Heights",40.67735,-73.96581,"Entire home/apt",7,5,"8/28/2018",0.14,1,16
6443,"Rockaway Beach House",22611054,"Glenn","Queens","Arverne",40.58792,-73.80062,"Private room",2,8,"5/18/2019",0.68,1,67
6444,"HUGE apartment in GREAT location!!!",827235,"Adam","Brooklyn","Bedford-Stuyvesant",40.68437,-73.95849,"Entire home/apt",3,3,"8/17/2018",0.08,1,0
6445,"Your home away from home",221420411,"Chantal","Queens","Briarwood",40.71347,-73.80873,"Private room",2,0,NA,NA,1,90
6446,"Bright & Sunny Brooklyn 1BDR with Amazing Views",20126746,"Alexandra","Brooklyn","Greenpoint",40.72724,-73.95401,"Entire home/apt",3,11,"6/9/2019",0.95,1,0
6447,"WilliamsburgBrooklynPrivateBedroom",3267848,"June","Brooklyn","Williamsburg",40.70969,-73.96225,"Private room",1,12,"6/2/2019",0.21,1,180
6448,"Upper west side - One Bedroom + Bike",18632318,"Jeffrey","Manhattan","Upper West Side",40.8023,-73.96688,"Private room",5,2,"7/22/2017",0.08,1,0
6449,"3 Beds in Private Room 2 - 20 Minutes to Manhattan",220149091,"Peter","Brooklyn","Bedford-Stuyvesant",40.69397,-73.94921,"Private room",2,26,"6/23/2019",3.06,4,339
6450,"Sunny East Village 1 Bedroom",36369973,"Sarah","Manhattan","East Village",40.7264,-73.97889,"Entire home/apt",2,67,"6/9/2019",1.64,1,39
6451,"#1 Shared ROOM 4YOU for 6 guests",256235740,"Levi","Brooklyn","Crown Heights",40.66738,-73.93669,"Shared room",2,1,"5/28/2019",0.71,3,167
6452,"Central Park Getaway",133792790,"Annie","Manhattan","Upper West Side",40.77727,-73.9795,"Entire home/apt",1,76,"6/22/2019",8.29,1,239
6453,"Spacious & Light room in hip Lower East Side",13324284,"Rob","Manhattan","Chinatown",40.71608,-73.99233,"Private room",4,1,"1/6/2017",0.03,1,0
6454,"Large, Sunny Bushwick Loft with Rooftop Access",35089676,"Francis","Brooklyn","Bushwick",40.69967,-73.92096,"Private room",1,8,"6/14/2019",0.44,1,76
6455,"1 Bedroom - Beautiful and Cozy Brownstone in Bklyn",110884492,"Julia","Brooklyn","Crown Heights",40.67676,-73.94513,"Entire home/apt",3,25,"2/12/2019",0.91,1,64
6456,"✦Artsy Loft Master Suite✦Private Bath/High Ceiling",41261306,"Hsiang Wei","Brooklyn","Clinton Hill",40.69218,-73.96127,"Private room",2,32,"6/29/2019",1.24,1,20
6457,"Cozy studio living-room sharing in Little Italy",49621731,"Angel","Manhattan","Little Italy",40.71987,-73.99729,"Shared room",5,19,"6/15/2019",0.67,1,89
6458,"NYC Chelsea very spacious 1-bedroom apartment",2937468,"Markus","Manhattan","Chelsea",40.74026,-74.00079,"Entire home/apt",6,61,"6/30/2019",0.73,1,69
6459,"Bright Studio Alcove in Prime East Williamsburg",2233850,"Brittney","Brooklyn","Williamsburg",40.70894,-73.94847,"Entire home/apt",2,20,"6/10/2019",1.08,1,0
6460,"Private Room on the East River!",51432814,"Miguel","Manhattan","East Harlem",40.7865,-73.94288,"Private room",3,0,NA,NA,1,0
6461,"UWS Studio Apartment",230375654,"Tracey","Manhattan","Upper West Side",40.78168,-73.98099,"Entire home/apt",2,0,NA,NA,1,0
6462,"Private room in  MANHATTAN NYC",8896180,"Facundo Martin /Teresa","Manhattan","East Harlem",40.79053,-73.94398,"Private room",3,139,"7/6/2019",2.38,1,293
6463,"Mid Century Beauty In East Village",6406576,"Wendy","Manhattan","East Village",40.72795,-73.98503,"Entire home/apt",5,0,NA,NA,1,0
6464,"Spacious and Sun-Soaked Luxury 1BR",22374232,"Chuck","Brooklyn","Williamsburg",40.71051,-73.96564,"Entire home/apt",2,0,NA,NA,1,4
6465,"Long Island City Luxury Studio for Rent",110001541,"Shihui","Queens","Long Island City",40.74833,-73.93682,"Entire home/apt",3,1,"6/8/2019",1,1,0
6466,"Large 1BR - PRIME Williamsburg",1334808,"Kristina","Brooklyn","Williamsburg",40.71338,-73.95738,"Private room",12,0,NA,NA,2,0
6467,"Lincoln Center Studio",7724142,"Christopher","Manhattan","Upper West Side",40.77562,-73.98756,"Entire home/apt",1,2,"1/1/2019",0.2,1,365
6468,"Upper West Manhattan Spacious Private Bedroom 1D",10415675,"Yao & Rain","Manhattan","Harlem",40.82177,-73.95472,"Private room",4,13,"7/2/2019",2.29,7,299
6469,"Sunny, Modern and Trendy Getaway Spot",10679309,"Kirac","Brooklyn","Williamsburg",40.71181,-73.96677,"Entire home/apt",4,6,"5/20/2019",0.41,2,8
6470,"Interfaith Retreat Guest Rooms (Ganges)",16677326,"Alex And Zeena","Manhattan","Chelsea",40.74751,-73.99483,"Private room",1,165,"6/24/2019",3.96,12,338
6471,"Cozy Private Room with Terrace in Williamsburg",46363732,"Bérénice","Brooklyn","Williamsburg",40.71372,-73.95149,"Private room",2,5,"3/18/2018",0.25,1,0
6472,"Spacious NOMAD 1 BR for 4",1405974,"Alexander","Manhattan","Midtown",40.74603,-73.98364,"Entire home/apt",3,1,"8/7/2015",0.02,1,0
6473,"Clean room with private bathroom in Bushwick!",658618,"Leticia","Brooklyn","Bushwick",40.69025,-73.91251,"Private room",1,23,"6/21/2019",0.69,1,290
6474,"BIG, COMFY , PRIV. ROOM, BIG APT, YARD, GREAT LOC.",216191,"M","Brooklyn","Williamsburg",40.7102,-73.94495,"Private room",2,8,"12/11/2018",0.09,4,0
6475,"Art & home",28907641,"Sherry","Queens","Flushing",40.76314,-73.83,"Private room",1,112,"7/1/2019",7.55,2,84
6476,"Private quiet studio",107716952,"Michael","Queens","Jamaica",40.69128,-73.80864,"Entire home/apt",1,4,"7/4/2019",4,2,119
6477,"An artistic experience",11018460,"Patricia","Brooklyn","Williamsburg",40.7155,-73.95632,"Private room",5,15,"6/4/2019",0.46,2,288
6478,"Long Term Stay 4 1/2- 5 months. Starting Jan",1466422,"Gila","Brooklyn","Crown Heights",40.67551,-73.94047,"Entire home/apt",133,0,NA,NA,2,0
6479,"Private Bedroom in Artist's Apartment",19512029,"Tami","Brooklyn","Midwood",40.61143,-73.9543,"Private room",2,12,"7/30/2017",0.46,1,0
6480,"Beautiful SoHo Luxury Apartment",815741,"Geoff","Manhattan","SoHo",40.7253,-73.99916,"Entire home/apt",5,8,"11/26/2016",0.11,1,0
6481,"Downtown HighRise Luxury Building!",42287744,"Camilo","Manhattan","Financial District",40.70732,-74.01451,"Private room",2,18,"8/16/2018",0.65,1,95
6482,"Empire state building neighbor",44803585,"Chrissy","Manhattan","Midtown",40.74673,-73.98191,"Entire home/apt",1,4,"6/2/2019",1.85,1,235
6483,"Cozy home away from home",18660750,"Linelle","Queens","Edgemere",40.5938,-73.77373,"Private room",1,76,"6/27/2019",2.84,1,324
6484,"Cozy one bed room 15 minutes' away from Manhattan",42916011,"Yang","Queens","Sunnyside",40.74368,-73.92421,"Private room",8,0,NA,NA,2,363
